Reporting Area,MMWR Year,MMWR Week,"Gonorrhea, Current week","Gonorrhea, Current week, flag","Gonorrhea, Previous 52 weeks Max†","Gonorrhea, Previous 52 weeks Max†, flag","Gonorrhea, Cum 2019†","Gonorrhea, Cum 2019†, flag","Gonorrhea, Cum 2018†","Gonorrhea, Cum 2018†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Current week","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Current week, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Previous 52 weeks Max†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2019†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2019†, flag","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2018†","Haemophilus influenza, invasive disease, (all ages, all serotypes), All ages, all serotypes, Cum 2018†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Current week","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Current week, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Previous 52 weeks Max†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Previous 52 weeks Max†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2019†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2019†, flag","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2018†","Haemophilus influenza, invasive disease (age <5 years), Serotype b, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
WEST VIRGINIA,2019,14,,-,43,,,-,287,,2,,4,,13,,16,,,-,1,,,-,1,,"WEST VIRGINIA
(38.642579, -80.613729)",,20191437
EAST SOUTH CENTRAL,2019,14,376,,1011,,9277,,10125,,2,,17,,148,,159,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20191438
ALABAMA,2019,14,216,,402,,3577,,3385,,1,,6,,34,,34,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191439
KENTUCKY,2019,14,,-,215,,,-,617,,,-,7,,23,,38,,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191440
MISSISSIPPI,2019,14,75,,277,,2010,,2478,,1,,4,,24,,31,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191441
TENNESSEE,2019,14,85,,403,,3690,,3645,,,-,9,,67,,56,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191442
WEST SOUTH CENTRAL,2019,14,136,,1606,,4620,,19335,,12,,58,,196,,227,,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20191443
ARKANSAS,2019,14,,-,169,,481,,1885,,,-,8,,23,,22,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191444
LOUISIANA,2019,14,106,,292,,2688,,2918,,,-,8,,27,,33,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191445
OKLAHOMA,2019,14,30,,167,,1451,,1898,,,-,8,,30,,29,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191446
TEXAS,2019,14,,-,1070,,,-,12634,,12,,45,,116,,143,,,-,1,,1,,,-,"TEXAS
(31.447238, -99.317341)",,20191447
MOUNTAIN,2019,14,207,,889,,9051,,9603,,9,,19,,172,,150,,,-,1,,,-,2,,,MOUNTAIN,20191448
ARIZONA,2019,14,86,,305,,3168,,3235,,6,,8,,72,,51,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191449
COLORADO,2019,14,,-,270,,2089,,2159,,1,,5,,34,,37,,,-,1,,,-,1,,"COLORADO
(38.998552, -105.547832)",,20191450
IDAHO,2019,14,,-,44,,162,,243,,,-,3,,13,,8,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191451
MONTANA,2019,14,18,,36,,343,,290,,1,,2,,9,,8,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191452
NEVADA,2019,14,67,,157,,1355,,1559,,,-,5,,14,,8,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191453
NEW MEXICO,2019,14,12,,135,,1169,,1307,,,-,5,,18,,18,,,-,0,,,-,1,,"NEW MEXICO
(34.421369, -106.108388)",,20191454
UTAH,2019,14,24,,81,,677,,728,,1,,3,,12,,19,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191455
WYOMING,2019,14,,-,14,,88,,82,,,-,1,,,-,1,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191456
PACIFIC,2019,14,433,,2160,,23209,,25695,,1,,8,,60,,79,,,-,1,,,-,2,,,PACIFIC,20191457
ALASKA,2019,14,,-,60,,,-,592,,,-,3,,7,,11,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191458
CALIFORNIA,2019,14,168,,1781,,19523,,20903,,,-,3,,13,,18,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191459
HAWAII,2019,14,,-,45,,,-,369,,,-,3,,12,,14,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191460
OREGON,2019,14,109,,156,,1531,,1579,,1,,7,,28,,32,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191461
WASHINGTON,2019,14,156,,223,,2155,,2252,,,-,2,,,-,4,,,-,1,,,-,2,,"WASHINGTON
(47.411715, -120.592492)",,20191462
US TERRITORIES,2019,14,,-,19,,69,,142,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191463
AMERICAN SAMOA,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191464
NORTHERN MARIANA ISLANDS,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191465
GUAM,2019,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191466
PUERTO RICO,2019,14,,-,19,,69,,132,,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191467
U.S. VIRGIN ISLANDS,2019,14,,-,4,,,-,10,,,N,,NC,,N,,N,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191468
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191469
TOTAL,2019,14,3420,,12231,,111648,,146564,,54,,197,,1465,,1742,,,-,3,,3,,7,,,TOTAL,20191470
US RESIDENTS,2019,15,2900,,12212,,120188,,157530,,43,,199,,1583,,1858,,,-,3,,3,,8,,,US RESIDENTS,20191501
NEW ENGLAND,2019,15,32,,290,,2480,,2937,,,-,12,,75,,86,,,-,1,,,-,1,,,NEW ENGLAND,20191502
CONNECTICUT,2019,15,,U,,NC,,U,,U,,-,5,,13,,14,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191503
MAINE,2019,15,,-,25,,134,,190,,,-,4,,13,,7,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191504
MASSACHUSETTS,2019,15,,-,191,,1960,,2265,,,-,7,,28,,40,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191505
NEW HAMPSHIRE,2019,15,3,,23,,134,,170,,,-,3,,9,,12,,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191506
RHODE ISLAND,2019,15,29,,139,,250,,231,,,-,4,,8,,7,,,-,1,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191507
VERMONT,2019,15,,-,14,,2,,81,,,-,3,,4,,6,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191508
MIDDLE ATLANTIC,2019,15,666,,1490,,17084,,15725,,7,,30,,208,,258,,,-,1,,,-,1,,,MIDDLE ATLANTIC,20191509
NEW JERSEY,2019,15,108,,236,,2589,,2293,,,-,10,,25,,59,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191510
NEW YORK,2019,15,262,,425,,2856,,2783,,2,,17,,67,,58,,,-,1,,,-,1,,"NEW YORK
(42.921241, -75.59655)",,20191511
NEW YORK CITY,2019,15,67,,691,,7455,,6491,,4,,7,,48,,52,,,-,0,,,-,,-,,NEW YORK CITY,20191512
PENNSYLVANIA,2019,15,229,,366,,4184,,4158,,1,,12,,68,,89,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191513
EAST NORTH CENTRAL,2019,15,529,,1988,,18578,,22845,,4,,35,,249,,318,,,-,2,,1,,1,,,EAST NORTH CENTRAL,20191514
ILLINOIS,2019,15,39,,590,,2983,,6647,,,-,11,,53,,67,,,-,2,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191515
INDIANA,2019,15,,-,320,,2271,,3303,,,-,8,,40,,64,,,-,2,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191516
MICHIGAN,2019,15,141,,443,,4296,,4188,,,-,7,,37,,68,,,-,1,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191517
OHIO,2019,15,241,,593,,6838,,6624,,4,,14,,110,,80,,,-,1,,,-,1,,"OHIO
(40.415534, -82.70936)",,20191518
WISCONSIN,2019,15,108,,199,,2190,,2083,,,-,6,,9,,39,,,-,1,,1,,,-,"WISCONSIN
(44.639954, -89.732969)",,20191519
WEST NORTH CENTRAL,2019,15,317,,907,,9526,,10354,,1,,11,,70,,92,,,-,1,,,-,,-,,WEST NORTH CENTRAL,20191520
IOWA,2019,15,10,,120,,1376,,1263,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191521
KANSAS,2019,15,59,,131,,1374,,1357,,,-,1,,,-,10,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191522
MINNESOTA,2019,15,14,,189,,1414,,2139,,,-,3,,1,,3,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191523
MISSOURI,2019,15,228,,389,,4226,,4053,,1,,10,,48,,57,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191524
NEBRASKA,2019,15,,-,106,,420,,776,,,-,3,,7,,9,,,-,1,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191525
NORTH DAKOTA,2019,15,6,,41,,359,,329,,,-,2,,8,,7,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191526
SOUTH DAKOTA,2019,15,,-,50,,357,,437,,,-,2,,6,,6,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191527
SOUTH ATLANTIC,2019,15,441,,2608,,23273,,36088,,13,,44,,375,,441,,,-,1,,1,,1,,,SOUTH ATLANTIC,20191528
DELAWARE,2019,15,,-,79,,525,,390,,,-,3,,7,,8,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191529
DISTRICT OF COLUMBIA,2019,15,,-,107,,,-,1111,,,-,3,,4,,4,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191530
FLORIDA,2019,15,,-,773,,8142,,8617,,8,,14,,109,,126,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191531
GEORGIA,2019,15,141,,463,,3681,,6438,,2,,10,,66,,80,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191532
MARYLAND,2019,15,15,,249,,1484,,2940,,2,,8,,38,,51,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20191533
NORTH CAROLINA,2019,15,12,,550,,5354,,6426,,,-,10,,62,,66,,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191534
SOUTH CAROLINA,2019,15,,-,520,,,-,6502,,,-,6,,29,,50,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191535
VIRGINIA,2019,15,270,,356,,3737,,3359,,1,,13,,47,,40,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191536
WEST VIRGINIA,2019,15,3,,83,,350,,305,,,-,4,,13,,16,,,-,1,,,-,1,,"WEST VIRGINIA
(38.642579, -80.613729)",,20191537
EAST SOUTH CENTRAL,2019,15,233,,1771,,9519,,10924,,,-,18,,151,,168,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20191538
ALABAMA,2019,15,233,,412,,3819,,3608,,,-,7,,36,,35,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191539
KENTUCKY,2019,15,,-,1259,,,-,689,,,-,7,,23,,43,,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191540
MISSISSIPPI,2019,15,,-,277,,2010,,2674,,,-,4,,25,,32,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191541
TENNESSEE,2019,15,,-,403,,3690,,3953,,,-,9,,67,,58,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191542
WEST SOUTH CENTRAL,2019,15,25,,1620,,4857,,20826,,8,,58,,207,,246,,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20191543
ARKANSAS,2019,15,,-,185,,533,,2029,,,-,8,,23,,23,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191544
LOUISIANA,2019,15,,-,292,,2728,,3138,,,-,8,,27,,33,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191545
OKLAHOMA,2019,15,25,,167,,1596,,2037,,4,,8,,34,,32,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191546
TEXAS,2019,15,,-,1070,,,-,13622,,4,,45,,123,,158,,,-,1,,1,,,-,"TEXAS
(31.447238, -99.317341)",,20191547
MOUNTAIN,2019,15,294,,888,,10006,,10298,,9,,20,,185,,164,,,-,1,,,-,2,,,MOUNTAIN,20191548
ARIZONA,2019,15,47,,305,,3373,,3504,,5,,8,,79,,56,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191549
COLORADO,2019,15,200,,269,,2510,,2320,,4,,5,,38,,41,,,-,0,,,-,1,,"COLORADO
(38.998552, -105.547832)",,20191550
IDAHO,2019,15,10,,52,,403,,247,,,-,3,,13,,8,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191551
MONTANA,2019,15,25,,36,,373,,306,,,-,2,,9,,8,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191552
NEVADA,2019,15,,-,158,,1380,,1660,,,-,5,,14,,12,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191553
NEW MEXICO,2019,15,12,,135,,1201,,1400,,,-,5,,20,,19,,,-,0,,,-,1,,"NEW MEXICO
(34.421369, -106.108388)",,20191554
UTAH,2019,15,,-,81,,678,,777,,,-,3,,12,,19,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191555
WYOMING,2019,15,,-,14,,88,,84,,,-,1,,,-,1,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191556
PACIFIC,2019,15,363,,2161,,24865,,27533,,1,,8,,63,,85,,,-,1,,,-,2,,,PACIFIC,20191557
ALASKA,2019,15,,-,60,,,-,646,,,-,3,,7,,12,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20191558
CALIFORNIA,2019,15,142,,1782,,20957,,22381,,,-,3,,14,,19,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20191559
HAWAII,2019,15,,-,45,,,-,390,,,-,3,,12,,14,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20191560
OREGON,2019,15,70,,156,,1602,,1695,,1,,7,,30,,36,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20191561
WASHINGTON,2019,15,151,,223,,2306,,2421,,,-,2,,,-,4,,,-,1,,,-,2,,"WASHINGTON
(47.411715, -120.592492)",,20191562
US TERRITORIES,2019,15,,-,19,,69,,151,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191563
AMERICAN SAMOA,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191564
NORTHERN MARIANA ISLANDS,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191565
GUAM,2019,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191566
PUERTO RICO,2019,15,,-,19,,69,,141,,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191567
U.S. VIRGIN ISLANDS,2019,15,,-,4,,,-,10,,,N,,NC,,N,,N,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20191568
NON-US RESIDENTS,2019,15,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191569
TOTAL,2019,15,2900,,12226,,120259,,157681,,43,,199,,1583,,1858,,,-,3,,3,,8,,,TOTAL,20191570
IOWA,2019,16,11,,120,,1464,,1349,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191621
NORTHERN MARIANA ISLANDS,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191665
GUAM,2019,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191666
PUERTO RICO,2019,16,1,,19,,91,,151,,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191667
NON-US RESIDENTS,2019,16,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191669
IOWA,2019,17,,-,120,,1464,,1429,,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20191721
US TERRITORIES,2019,17,,-,19,,91,,171,,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20191763
AMERICAN SAMOA,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20191764
NORTHERN MARIANA ISLANDS,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20191765
GUAM,2019,17,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20191766
PUERTO RICO,2019,17,,-,19,,91,,161,,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20191767
NON-US RESIDENTS,2019,17,,-,,NC,2,,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20191769
US RESIDENTS,2019,16,3274,,12214,,129600,,168306,,57,,197,,1689,,1948,,,-,3,,3,,8,,,US RESIDENTS,20191601
NEW ENGLAND,2019,16,33,,290,,2532,,3142,,,-,12,,78,,89,,,-,1,,,-,1,,,NEW ENGLAND,20191602
CONNECTICUT,2019,16,,U,,NC,,U,,U,,-,5,,15,,14,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20191603
MAINE,2019,16,,-,25,,151,,204,,,-,4,,13,,8,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20191604
MASSACHUSETTS,2019,16,,-,191,,1960,,2404,,,-,7,,28,,42,,,-,1,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20191605
NEW HAMPSHIRE,2019,16,1,,23,,137,,182,,,-,3,,10,,12,,,-,0,,,-,1,,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20191606
RHODE ISLAND,2019,16,32,,139,,282,,262,,,-,4,,8,,7,,,-,1,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20191607
VERMONT,2019,16,,-,14,,2,,90,,,-,3,,4,,6,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20191608
MIDDLE ATLANTIC,2019,16,764,,1490,,18157,,16819,,11,,30,,220,,269,,,-,1,,,-,1,,,MIDDLE ATLANTIC,20191609
NEW JERSEY,2019,16,108,,236,,2727,,2456,,,-,10,,25,,62,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20191610
NEW YORK,2019,16,220,,425,,3076,,2978,,4,,17,,71,,62,,,-,1,,,-,1,,"NEW YORK
(42.921241, -75.59655)",,20191611
NEW YORK CITY,2019,16,242,,691,,7929,,6959,,3,,7,,51,,52,,,-,0,,,-,,-,,NEW YORK CITY,20191612
PENNSYLVANIA,2019,16,194,,366,,4425,,4426,,4,,12,,73,,93,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20191613
EAST NORTH CENTRAL,2019,16,483,,1988,,20418,,24482,,12,,35,,271,,330,,,-,2,,1,,1,,,EAST NORTH CENTRAL,20191614
ILLINOIS,2019,16,24,,590,,3376,,7124,,,-,11,,57,,71,,,-,2,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20191615
INDIANA,2019,16,55,,326,,2912,,3541,,,-,8,,45,,65,,,-,2,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20191616
MICHIGAN,2019,16,103,,443,,4545,,4482,,,-,7,,39,,70,,,-,1,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20191617
OHIO,2019,16,227,,593,,7290,,7099,,12,,14,,121,,85,,,-,2,,,-,1,,"OHIO
(40.415534, -82.70936)",,20191618
WISCONSIN,2019,16,74,,199,,2295,,2236,,,-,6,,9,,39,,,-,1,,1,,,-,"WISCONSIN
(44.639954, -89.732969)",,20191619
WEST NORTH CENTRAL,2019,16,305,,907,,10115,,11037,,4,,11,,75,,97,,,-,1,,,-,,-,,WEST NORTH CENTRAL,20191620
KANSAS,2019,16,57,,131,,1479,,1432,,,-,1,,,-,11,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20191622
MINNESOTA,2019,16,14,,189,,1529,,2274,,,-,3,,1,,3,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20191623
MISSOURI,2019,16,221,,389,,4491,,4328,,3,,10,,52,,60,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20191624
NEBRASKA,2019,16,,-,106,,420,,836,,1,,3,,8,,9,,,-,1,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20191625
NORTH DAKOTA,2019,16,2,,41,,375,,348,,,-,2,,8,,7,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20191626
SOUTH DAKOTA,2019,16,,-,50,,357,,470,,,-,2,,6,,7,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20191627
SOUTH ATLANTIC,2019,16,773,,2614,,25653,,38478,,14,,44,,394,,469,,,-,1,,1,,1,,,SOUTH ATLANTIC,20191628
DELAWARE,2019,16,,-,79,,550,,420,,,-,3,,7,,8,,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20191629
DISTRICT OF COLUMBIA,2019,16,,-,107,,,-,1130,,,-,3,,4,,4,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20191630
FLORIDA,2019,16,376,,773,,9434,,9206,,8,,14,,117,,133,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20191631
GEORGIA,2019,16,117,,463,,3928,,6844,,2,,10,,70,,89,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20191632
MARYLAND,2019,16,11,,249,,1649,,3145,,1,,8,,40,,53,,,-,1,,1,,,-,"MARYLAND
(38.946466, -76.687282)",,20191633
NORTH CAROLINA,2019,16,4,,550,,5740,,6865,,,-,10,,63,,70,,,-,1,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20191634
SOUTH CAROLINA,2019,16,,-,520,,,-,7021,,,-,6,,29,,52,,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20191635
VIRGINIA,2019,16,265,,356,,4002,,3526,,3,,13,,51,,44,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20191636
WEST VIRGINIA,2019,16,,-,83,,350,,321,,,-,4,,13,,16,,,-,1,,,-,1,,"WEST VIRGINIA
(38.642579, -80.613729)",,20191637
EAST SOUTH CENTRAL,2019,16,175,,1770,,10027,,11690,,,-,18,,161,,178,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20191638
ALABAMA,2019,16,,-,412,,3819,,3856,,,-,7,,36,,37,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20191639
KENTUCKY,2019,16,,-,1259,,,-,751,,,-,7,,23,,46,,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20191640
MISSISSIPPI,2019,16,108,,277,,2367,,2858,,,-,4,,25,,33,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20191641
TENNESSEE,2019,16,67,,392,,3841,,4225,,,-,9,,77,,62,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20191642
WEST SOUTH CENTRAL,2019,16,106,,1622,,5510,,22307,,3,,58,,224,,259,,,-,1,,1,,,-,,WEST SOUTH CENTRAL,20191643
ARKANSAS,2019,16,,-,183,,615,,2184,,3,,8,,39,,25,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20191644
LOUISIANA,2019,16,81,,293,,3156,,3350,,,-,8,,27,,35,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20191645
OKLAHOMA,2019,16,25,,167,,1739,,2169,,,-,8,,35,,33,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20191646
TEXAS,2019,16,,-,1070,,,-,14604,,,-,45,,123,,166,,,-,1,,1,,,-,"TEXAS
(31.447238, -99.317341)",,20191647
MOUNTAIN,2019,16,242,,887,,10594,,11028,,9,,20,,199,,168,,,-,1,,,-,2,,,MOUNTAIN,20191648
ARIZONA,2019,16,12,,305,,3587,,3754,,,-,8,,83,,56,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20191649
COLORADO,2019,16,161,,269,,2677,,2497,,8,,5,,46,,44,,,-,0,,,-,1,,"COLORADO
(38.998552, -105.547832)",,20191650
IDAHO,2019,16,24,,52,,440,,258,,,-,3,,13,,8,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20191651
MONTANA,2019,16,17,,36,,396,,320,,,-,2,,9,,8,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20191652
NEVADA,2019,16,,-,158,,1380,,1792,,,-,5,,14,,12,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20191653
NEW MEXICO,2019,16,6,,135,,1273,,1481,,,-,5,,20,,20,,,-,0,,,-,1,,"NEW MEXICO
(34.421369, -106.108388)",,20191654
UTAH,2019,16,21,,81,,740,,836,,1,,3,,14,,19,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20191655
WYOMING,2019,16,1,,15,,101,,90,,,-,1,,,-,1,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20191656
PACIFIC,2019,16,393,,2162,,26594,,29323,,4,,8,,67,,89,,,-,1,,,-,2,,,PACIFIC,20191657
